composition,output
Bi1.98 Sb0.02 Te3,0.14
K2 Re1 H9,5.71
Tl1 P1 Se2,0.6
Ga1 Ag1 Se2,1.66
Eu3 Se4,0.58
Si0.001 Ge0.999,0.65
Cu3 Hg2 Te6 O16,2.56
Ag8 Sn1 Se6,0.71
Mg1 O1,7.67
Bi2 As1 Cl1 O4,3.43
Cs2 Te1 I6,1.5
Ag2 Ge1 S3,1.98
Zn1 Sn1 As2,0.9
Y1 Cd4 B3 O10,3.78
Li1 Zn1 B1 O3,3.1
P4 Os1,0.4
Ag1 Sb1 S2,1.88
Ti1 Te2,1.0
Sb1 Pb2 S2 I3,2.0
Cs3 Bi2 Br9,2.5
La3 Mg0.5 Sn1 S14,1.71
Zn1 In2 S4,2.85
Tl1 Bi1 Te2,0.12
Sc2 O3,6.0
In1 Se1,1.12
Ga1 Sb1,0.73
Ba1 Ga2 Si1 Se6,2.88
Ba2 Gd1 In1 Se5,2.24
Ta7 Cu3 O19,2.47
Ga1 P1,2.77
Te1 Pb1,0.19
Pb1 Se1,0.14
K2 Cd1 P2 Se6,2.58
K1.83 Cd1.83 Bi2.17 S6,1.37
In4 Te3,0.42
Ag3 As1 Se3,1.86
Cs1 Cd4 In5 Te12,1.42
Ce4 Ge3 S12,2.3
Tl2 Hg3 S4,2.05
Ga3 Cu1 Te5,1.09
Cu1 Bi1 Pb1 S3,0.12
K1 Bi3 S5,1.21
Cs1 Ca1 B1 O3,4.2
Cd0.35 Hg0.65 Te1,0.28
Tl1 Ga1 Te2,1.8
Gd1 Cu3 S3,1.62
Tm1 Cu3 Te3,0.14
Li1 Bi3 Cl2 O4,3.35
As2 Se3,1.81
Tl1 Cl1,3.46
K1 Si2 P3,1.72
Na1 N1 O2,3.13
Na1 Bi1 S2,0.42
Ag1 Sb1 Se2,0.67
La2 Yb1 Cu1 S5,1.45
In0.1 Ga0.9 As0.9 P0.1,1.6
Cd1 Se1,1.82
Mg2 Sn1,0.14
In0.72 Ga0.28 As1,0.55
Zn1 As2,0.9
Ag7 As1 Se6,1.0
Cd1 Ag2 Ge1 S4,2.32
In1 P1,1.28
Li0.33 Ti0.67 Ag1 O2,2.7
Zn0.94 Hg0.06 Te1,2.03
Yb1 Ga2 Se4,1.8
Ca2 Sm1 Ta1 O6,3.45
Sn0.2 Te1 Pb0.8,0.11
Ba4 B11 O20 F1,7.1
Ga1 Se1,2.11
In2 O3,2.8
Cr1 Sb2,0.14
Zn1 In2 S4,2.5
Na2 Nb4 Se4 O19,3.56
Cd3 As2,0.12
Bi2 Te1.2 Se1.8,0.28
Cs2 Si1 B4 O9,6.53
Cs10 Cd4 Sn4 S17,3.16
Tl1 In1 S2,2.52
K1 I1 O3,3.71
Rb2 Hg3 Ge2 S8,2.8
Rb2 Te1 I6,1.4
Sb1 S1 I1,1.96
Si1 Ge1,0.88
Cs5 P5 Se12,2.17
Na1 As1 S2,2.23
Ho2 Ge1 S5,2.5
La2 Se3,1.7
Ta1 Ga1 S2,3.4
Mn1 P4,0.28
K10 Zn4 Ge4 S17,3.34
Yb1 S1,0.98
Tl2 Sn2 Au2 Se6,1.2
Cs2 Cd2 Bi2 S5,1.7
Li1 In1 I4 O12,4.27
Te1 Se3,1.87
Cr3 Se4,1.59
Al0.35 Ga0.65 As1,2.0
K2 Bi8 Se13,0.47
Zn6 S5 Cl2,2.71
In1 Cu1 Se2,0.8
In1 Cu1 Te2,0.88
Cs1 Cl1,7.8
Sn0.01 Pb0.99 Se1,0.22
Bi0.002 Te0.003 Pb0.999 Se0.999,0.79
Ag2 O1,1.57
B3 Pb3 N1 O10,3.64
Mn1 V1 Te2 O8,1.9
Al0.01 Cd0.99 Sb0.01 Te0.99,1.6
K1 Tb1 Se4,1.65
Ga1 As1,1.42
Zn1 As2,1.2
Sr1 Bi1 Cl1 O2,3.52
Fe1 Si2,1.0
Ho2 Mo3 O12,1.07
K2 Sm1 P2 S7,2.59
K10 Zn4 Sn4 S17,3.2
Cd1 S1,2.52
Al1 Sb1,1.7
Na0.8 Li0.2 As1 Se2,1.57
Mg2 Sn1,0.35
Ba5 V3 O12 F1,3.85
Li1 I1,6.0
Na1 Cd4 P3,1.1
Al1 Sb1,2.22
Al1 Sb1,1.49
Eu1 Sb2 Se4,0.95
In0.07 Te1 Pb0.93,0.32
Zn1 Sb2 Mo1 O7,3.3
As1 Se1 I1,1.76
In1 S1,2.06
Sn0.001 Te1 Pb0.999,0.21
Cd0.06 In0.94 Te0.06 As0.94,0.68
Tl1 N1,1.4
Na1 In1 I4 O12,4.25
Zn1 Sb1,1.09
Al1 Ag1 O2,3.6
K1 F1,10.3
Pb1 Se0.9 S0.1,0.27
Al1 Ag1 Te2,1.9
Ba2 In1 Ag1 S4,2.32
Sb2 Se3,1.0
Te1 Pb1,0.29
As1 P1 Pt1,0.4
Ce1 Tl2 P2 S7,2.4
Li1 Sb3 Pb1 S6,1.6
V2 Cd2 Te2 O11,2.48
Tl1 Cl1,3.8
As2 S3,2.45
Ga4 Sn1 Se7,2.55
Ho2 O3,5.42
Cd3 P2,0.59
Ba2 Ga1 Sb1 Te5,1.66
Cd0.3 Hg0.7 Se1,1.1
Pb1 Se1,0.26
Pb1 S1,0.6
Pb1 I2,2.54
Ga1 As1,1.48
In1 P1,1.41
Al0.1 In0.9 P1,1.5
Na3 Sn2 Cl1 F6,3.88
Sn1 S1,1.22
Zn1 O1,3.35
K5 In3 P6 Se19,2.2
Sn1 I4,2.38
Ti6 H2 O13,3.4
Li2 Si2 B12,2.27
Sb2 Pb1 Se4,1.8
Pd1 S1,0.5
Al0.1 Cd0.9 Sb0.1 Te0.9,1.36
K1 Au1 I4 O12,2.75
Cs1 Cl1,8.1
Ba3 Tb2 P4 S16,3.37
K1 Si1 Bi1 S4,2.25
Ba4 Si3 Se9 Cl2,1.76
Al2 Te3,2.2
In2 Fe1 Se4,1.15
Cs1 Nb1 Se2 O7,4.2
Sc2 Fe1,0.77
Cd0.01 Ga0.99 Sb0.99 Te0.01,0.72
Cs3 Nb2 As1 Se11,1.35
K3 Ta2 As1 S11,2.21
Ga1 Cu1 Ge1 Se4,1.38
Ba5 Ga6 Sn1 P12,1.21
Dy1 In3 S6,1.22
V2 Pb4 Se6 O21,3.37
Eu1 Ga2 S4,2.25
Mn1 In2 Pb1 S5,1.45
Zn1 Te1,2.28
Cd1 P4 Pb1 O12,4.85
Mg2 Pb1,0.15
Na2 Cd1 Sn1 S4,2.52
Cs1 Li1 C1 O3,6.19
Th1 Se1 O1,1.65
Sb1 I3,2.22
Cd1 In2 S4,2.0
Hg1 Se1,0.24
Nb2 Tl3 Cu1 Se12,0.8
Y1 H2 N1 O5,4.83
Mg3 P2,1.4
Zn0.4 Hg0.6 Se1,0.42
In1 Sb1,0.27
Rb3 Sb2 I9,1.94
Al0.4 In0.6 P1,2.12
Ba4 Sb3 S8 Cl1,2.09
Li2 Cd1 Ge1,0.99
Zn1 Si1 P2,2.07
Bi2 O3,2.91
Cd1 Te1,1.45
In6 Se7,0.72
Ba1 Ti1 O3,3.04
Na1 In1 S2,1.9
In11.3 Bi14.7 S38,1.45
Cd1 Ga2 Se4,2.48
Bi2 S3,1.45
Cs2 Cd1 P2 Se6,2.63
Eu1 Te1,1.96
Tl0.07 Te1 Pb0.93,0.54
Er1 Bi1 W2 O9,3.26
Cu2 Se1,1.29
Li1 As1 Se2,1.5
Li1 Ga1 Ge2 Se6,2.64
Eu3 In2 P4,0.45
Gd1 As1,0.63
Cs1 Ga1 S3,3.0
Mg3 As1 N1,1.33
Ba2 Er1 In1 Se5,2.29
Cs1 P1 Se6,1.9
Sb2 Se3,1.11
Bi1 S1 Cl1,1.89
Cd0.37 Hg0.63 Te1,0.35
Cd1 Se0.2 S0.8,2.23
Zn1 Te1,2.35
Gd2 S3,2.55
Na2 Te1 S3,2.35
Ag1 Bi1 Pb1 S3,1.2
Zr1 Hg4 As2 Cl6,2.48
Ba1 Bi1 Cl1 O2,3.71
Cd1 Sn1 As2,0.4
Cd1 Ge1 As2,0.85
Rb1 Yb1 Zn1 Se3,2.07
Cd1 Ge1 As2,0.72
Cd4 As2 Br3,1.78
In2 Hg1 Te4,0.86
Na1 In1 Te2,1.6
Fe1 P1 S1,0.25
Sb2 Pt1,0.06
Tm2 O3,4.53
As2 Pt1,0.8
K1.46 Sn3.09 Bi7.45 Se15,0.39
Cd1 Si1 As2,1.52
Ba2 Na1 Cu3 S5,0.45
Ga1 N1,3.39
Ru1 S2,1.8
K1 Eu1 As1 S4,1.89
Ge0.39 Te1 Pb0.61,0.56
Tl1 Se1,0.65
Yb1 Cu3 Se3,0.2
Tl0.04 Te1 Pb0.96,0.57
Pr2 Se3,1.9
Li2 Fe1 Sn1 S4,1.86
In1 As1,0.47
Ga2 Pb1 Se4,1.83
Mg2 Pb1,0.04
Ba2 B6 O11,5.17
B12 As2,1.51
Tl1 As1 S2,2.22
In1 Se1,1.25
Pb1 O2,1.5
Se1 S1,1.9
Ga0.01 Te1 Pb0.99,0.42
Ba1 Ge4 Rh2 Se6,1.09
Cs1 Ge1 I3,1.6
Rb1 Bi1 S2,1.36
Rb1.45 Sb7.45 Pb3.1 Se15,0.45
Sm1 Te1,0.62
Mg1 Si1 N2,4.05
Co1 Sb3,0.5
Mg1 Te1,3.6
Ba2 Dy1 In1 Se5,2.27
Ba4 In1 Ag1 Se6,2.41
K1 H3 Se2 O6,4.88
Zn1 Te1,2.3
P1 Pd1 Se1,0.15
B2 O3,4.89
Bi1 Se1 O3 F1,3.83
K1 Cl1,8.5
Sn0.1 Te1 Pb0.9,0.16
Zn1 In2 Se4,1.82
Zn1 Si1 Ag2 S4,3.28
Cd3 As2,0.43
Bi2 Te3,0.25
Mo1 O3,3.66
Zn2 In2 S5,2.65
K8 Zr6 Se30,1.81
Pb1 O2,1.7
Si2 Te3,2.18
La1 V1 I5 O16,3.58
K1 Bi1 S2,0.9
Cd1 Se1,1.7
B1 As1,1.45
Cd1 Sb2 Se3 Br2,1.4
La2 Fe1 Se2 O2,0.7
Ba1 Zn2 As2,0.23
Zn1 Sn1 As2,0.67
Yb1 Sb2 S4,1.12
Hg1 Te1,0.15
Cd1 Te1,1.56
Ag1 Cl1,5.13
In1 Cu1 Se2,1.01
Tl1 Sb1 Se2,0.82
Ge1 S1,1.59
Th2 Ge1 Se2,1.98
Rb2 Cu2 Sb2 S5,1.6
Ga1 Cu1 S2,2.43
Ba1.88 Ta15 O32,0.13
Cs6 Na2 Zn4 Ge42,0.3
Ga1.65 Cu0.35 S2.65,2.53
Li4.5 Ga0.5 Te1 O6,4.99
K1 Ga1 Sn1 Se4,1.73
Al1 N1,6.09
In1.05 Cu0.95 Se2.05,1.07
Cu2 Te1,1.08
Cd1 In2 Se4,1.45
Cu2 Sn1 Se3,0.83
Zn0.2 Hg0.8 Te1,0.08
Ba1 Se1,3.6
Zn0.3 Ga0.7 P0.7 S0.3,2.3
Te1 I4,1.1
K1 Sb1 S2 O8,4.64
Cd1 Se0.01 S0.99,2.4
Rb1 Cl1,8.29
Ba2 Nd1 In1 Te5,1.37
Ba2 Sm1 Ga1 Se5,2.27
Zn1 I2,4.53
K2 Nb1 Cu1 Se4,2.14
In1 Bi2 S4 Br1,1.5
Zn0.99 Ga0.01 P0.01 Se0.99,2.6
Ti1 S3,0.9
Hg2 Te2 I2,1.85
Sb1 S1 I1,1.92
Ba3 Ta2 Se9,1.6
Zn1 Sn1 As2,0.66
Cs2 Mg1 Sn3 Se8,1.92
Ce10 Se14 O1,1.93
K2 P2 Se6,2.08
Eu1 Sb4 Te7,0.54
Cs1 Ag1 Sb4 S7,2.04
W1 Se2,1.49
Tl1 Se1,0.79
Ca3 Sb2,1.4
Tl1 Br1,3.07
Cs1 Na8 B21 O36,4.67
Cu2 P2 S6,2.2
Ag3 As1 S3,2.2
Sr1 Te1,3.77
Zr1 Ni1 Sb1,0.55
Mg2 Sn1,0.34
Pt1 S2,0.75
Ce1 Mo1 O4 F1,2.52
Rh0.67 S2,1.5
Nd4 Ge3 S12,2.62
Gd1 B66,1.27
Nb3 Cu1 O8,1.47
Ba1 Ga2 Sn1 Se6,1.95
Sn0.08 Te1 Pb0.92,0.13
Cs2 Hg1 I2 Cl2,2.15
Te1 Pb1,0.25
Zn1 S1,3.66
Si0.109 Ge0.891,1.13
Ba2 Ga1 Sb1 Se5,2.51
La4 In1 Sb1 Se9,1.76
Al1 Ag1 Se2,2.55
Sn0.001 Te1 Pb0.999,0.23
Ba1 F2,9.2
Si0.2 Ge0.8,0.86
Ga1 Se1,2.13
In1 S1,1.8
In0.2 Ga0.8 As1,1.07
Yb1 S1,1.33
Lu2 Tl1 Cu3 Se5,2.12
Ga1 Te1,1.67
Li1 F1,11.7
Ga1.01 Cu0.99 Se2.01,1.59
Gd3.04 Sc0.96 S6,1.5
Ga0.001 Te1 Pb0.999,0.3
Cd1 Te1,1.58
Cd1 Si1 P2,2.25
Ba2 Sc1 Ta1 O6,4.19
Zn1 Sn1 Sb2,0.4
La2 Mn1 Ni1 O6,1.2
Zn1 In2 S4,2.7
Tl1 P1 S2,1.6
Mg2 Sn1,0.31
Li2 Zn1 Sn1 Se4,1.87
Zn1 As2,1.3
Tl1 In1 Se2,1.14
Zn1 Sn1 Sb2,0.3
Rb1 H3 Se2 O6,4.84
Sn0.17 Pb0.83 Se1,0.04
Cd1 Te1,1.6
Ga2 Te3,1.32
Ba2 Er1 In1 Te5,1.35
Cu1 I1,3.12
Sn1 Se0.2 S0.8,1.07
Ga2 Ge1 Te3,0.84
Si0.08 Ge0.92,0.72
Si0.07 Ge0.93,1.04
Er2 Se3,1.66
Bi2 I4 O13,3.3
Na1 Ge3 P3,2.06
K2 Zn1 Sn2 Se6,1.71
Pt1 Se2,0.1
Zn1 Cu2 Sn1 Te4,1.39
Al1 V1 Te2 O8,2.9
P2 Pt1,0.8
Al1 Ag1 Te2,1.8
In4 Bi3 S10,1.42
Na1 I1,6.0
Al1 P1,2.51
Ba6 Ag2.7 Sn4.3 S16,1.38
Sn1 Ge1 S3,2.23
Ca1 Sm2 S4,2.05
K8 Al8 Si38,1.4
Bi1 S1 I1,1.56
Yb1 Ce2 Cu1 S5,1.37
Cu2 O1,2.59
Pb1 Cl2,3.82
Cd1 Ga2 Se4,2.2
Ba1 B1 Cl1 F4,6.89
Sn2 S1,0.95
Tl0.005 Te1 Pb0.995,0.48
Ga1 Sb0.01 As0.99,0.7
Cs2 Te1,3.5
Th2 Se5,0.37
Ti1 Fe2 Si1,0.4
Zn0.9 Hg0.1 Te1,1.74
Ge1 Pb1 S3,2.4
K1 Na2 Sb1,1.0
Gd1.47 Mn2.04 In0.49 S5,1.75
K1 Ag2 Sb1 S4,2.2
Cs2 Nb1 Cu1 Se4,2.19
Zn1 In2 S4,2.9
Ga1 Sb1,0.67
Al1 Cu1 Se2,2.5
La3 Ga1 Cu1 Se7,1.36
Cd1 Cu2 Ge1 Se4,1.2
Ba8 Al10 B12 O41,3.1
Si1 Bi12 O20,3.2
Ga2 Te3 O9,4.15
Hf1 S3,2.8
Sn0.05 Pb0.95 Se1,0.12
K1 In1 Se2,2.68
Zn1 O1,3.3
V1 Zn2 Bi1 O6,2.4
Cd0.7 Hg0.3 Se1,0.55
Ta1 Ga1 Se2,2.03
K1 Fe2 Bi1 O5,1.76
Ga2 Te3,1.33
Cs2 Cd3 B16 O28,4.76
Tl1 In1 Te2,0.68
Hf1 S2,2.9
Fe4 H15 I3 O24,2.3
Ga1.65 Cu0.35 Se2.65,1.81
K1 I1 O3,3.87
K2 Ag1 Sn1 Se4,1.8
Sm1 Te1,0.35
Sm1 B66,0.8
Ag3 As1 Se3,2.1
Pr2 Te3,1.16
Rb1 Cl1,8.3
Cs1 Sb1 S2,2.8
Ga1 As1,1.4
Cd1 Se1,1.74
Li6 Al2 Te8 O22,3.63
Rb3 Bi2 Br9,2.62
Sn1 S1,1.25
Pr10 Se14 O1,1.89
In1 Cu1 Se2,0.92
Ga1 Cu1 Se2,1.68
Ag2 Sn1 S3,1.37
Ba1 Te1,3.4
B3 H2 Pb2 O7.5,4.42
Yb1 Sb2 Te4,0.34
Cs2 Zn3 Se4 O12,4.3
Ce1 Sc1 O3,3.2
Ag3 As1 S3,2.1
Cu3 As1 Se4,0.88
Al1 Sb1,1.8
Zn1 Te1,2.39
Tl2 Te1 I6,1.47
Al1 B12,2.2
Zn0.9 Hg0.1 Se1,1.75
Zn1 In2 S4,2.65
Cd4 As2 Br3,1.93
Pb1 Br2,3.2
Al1 B12,1.9
Rh0.67 Se2,0.7
Si0.999 Ge0.001,1.09
Zn0.05 Ga0.95 Sb0.95 Te0.05,0.85
Li1 B9 Pb1 O15,4.75
La2 V2 I1 O9,3.63
Cu1 Cl1,3.4
Sn2 Sb1 S2 I3,1.5
Cd3 P2,0.56
Ba2 B6 H4 O13,6.53
Nd2 Se3,1.7
Nd4 In1 Sb1 Se9,1.57
Sm2 O3,5.0
Zn1 S1,3.58
Tl1 In1 Se2,1.2
Yb1 Te1,1.8
Rb1 Zn4 In5 Se12,1.76
Tl1 In1 Se2,1.4
Ga2 Se2 O7,4.61
Dy1 Te1.7,0.35
Na2 Cd1 Ge2 S6,3.21
P1 H6 N1 O4,6.8
In1 Sb2 Se4 Br1,1.35
Cd1 Te1 O3,3.55
Cu2 Ge1 S3,0.53
Sm4 In1 Sb1 S9,2.13
Cs4 Ge5 Pb4 S16,1.95
Ga2 Hg1 S4,2.79
Cd3 As2,0.17
Cs1 Sm1 Cd1 Se3,2.47
Ca1 F2,9.92
Er1 N1,2.4
Zn0.75 Hg0.25 Te1,1.25
Rb1 Mo1 P1 O6,2.96
P1 Ru1 S1,1.4
Na1 I1,5.93
Sr1 Se1 O4,4.75
Tl1 Cr5 Se8,0.67
Tl1 In1 Ge1 S4,2.3
La3 Si1 Sb0.33 Se7,1.75
In1 Cu1 Te2,0.8
K2 Th1 Cu2 S4,2.17
K2 Gd2 Ti3 O10,3.3
Cd0.2 Hg0.8 Se1,1.1
As2 Se3,1.8
K2 Zn1 Sn3 S8,2.55
In1 P1,1.29
In3 Cu1 S5,1.2
Ga2 S3,2.84
Ga1 Sb1,0.8
Cd1 P4,1.0
Tl1 Cr5 Se7 S1,0.71
Ga1 Se1,2.01
Sn2 Bi1 S2 I3,0.9
In1.65 Cu0.35 Se2.65,1.19
Ba4 Ge3 S9 Cl2,2.91
Bi1 Se1 Br1,1.96
Zn0.85 Ga0.15 P0.15 S0.85,2.9
Ni1 S2,0.64
Na8 Eu2 Ge4 S12,2.15
Ca1 Gd2 S4,2.55
Ho2 S3,0.5
K3 Th2 Cu3 S7,2.49
Ga1 Cu1 S2,2.5
K4 Nb2 S11,2.35
Te2 Mo1,1.2
Ir1 Se2,1.0
Cd1 S1,2.39
K2 Zn1 Sn3 S8,2.15
Ga2 Se3,2.05
Tl1 Se1,0.74
Sn3 Ir2 Se3,0.43
Zn0.5 Cd0.5 Se1,3.0
Zr1.86 Cu1 S4,1.26
Zn1 S1,3.63
Cd0.2 Hg0.8 Se1,1.3
Ba1 Hg1 Se2,1.56
La3 Ga1 Ge0.5 S7,2.54
Ce1 F3,4.85
Gd1 Cu3 Se3,0.14
Ce2 Fe1 Se2 O2,0.64
Dy4 Ga1 Sb1 S9,2.58
Si3 Ru2,0.7
Cd1 P2,2.13
In3 Ag1 Te5,0.68
Cd1 Sb1,0.48
In1 P2 S4,2.75
Zn0.55 Ga0.45 P0.45 S0.55,2.4
Pb1 Se1 O4,4.3
Zn1 Sn1 P2,1.45
Ba3 Sn1 Sb2 Se8,0.97
Li1 Al1 B14,2.05
In0.8 Ga0.2 As1,0.5
Ag1 S1,1.4
Tb2 Mo3 O12,1.41
La1 B6,4.1
Na1 Al1 Ge1 S4,3.6
Nb1 Ag2 P2 S8,2.02
La1 Ga1 O3,4.4
Na0.5 Ge1 Pb1.75 Se4,1.6
As2 S3,2.5
In1 P1,1.25
Ga1 Cu1 S2,2.38
In1 As1,0.36
Ca1 O1,7.0
Ba4 Ga5 Cu1 S12,2.82
Cs1 Cd1 B1 O3,2.58
Zn0.7 Ga0.3 P0.3 Se0.7,2.15
Sm1 Sn1 Te2,0.52
Th1 O2,3.5
Ba1 Ti1 O3,2.96
As1 Ru1 S1,1.2
Sb1 S1 I1,1.85
Ce1 In3 S6,1.11
Ni1 P2,0.5
Tl1 Ag1 Se2,0.72
Ga1 S1,2.5
Cd1 S1,2.41
Cd2 In1 Cu1 Te4,0.85
Ge1 As2,1.1
Ge1 Se1,1.1
K1 Bi1 Se2,0.61
Cd1 Se1,1.83
Ag1 Sb1 S2,1.99
Sr1 Se1,4.42
P2 Pd1,0.65
Ba4 Ga4 Sn1 Se12,2.16
Na2 In2 Ge1 Se6,2.47
Ba2 In2 S5,2.47
Ba1 Cu1 Sb1 S3,2.0
Na2 Zn1 Ge2 S6,3.25
In1 Se1,1.17
Sb2 S3,1.67
Ge1 Se2,2.49
K3 Cr2 P3 S12,1.35
Cd1 Se1,1.9
Y1 Mo1 Cl1 O4,3.82
Re1 Si2,0.12
As2 S3,2.56
Ag2 Mo1 I4 O14,3.06
Cd3 As2,0.53
Ho1 N1,1.88
Ge1 S1,1.77
Cd1 Sn1 As2,0.5
In0.99 Ga0.01 As0.99 P0.01,0.3
Sm1 P1,1.09
Ca1 F2,10.0
Cu1 Cl1,3.21
Zn3 P2 S8,3.07
Ga1 P1,2.75
Zn0.42 Ga0.58 As0.58 Se0.42,1.67
Cs1 Y1 Cd1 Se3,2.58
In2 Ge1 Te3,0.7
P1 Pd1 S1,1.38
Na2 Ga2 Sn1 S6,2.2
Fe2 B1 P3 O12,3.52
Re1 O3,2.3
Bi1 Pb2 S2 I3,1.6
Li3 Al1 P2,2.75
Cs2 Sn3 Sb2 S10,2.34
Tl1 Hg6 S4 Br5,3.03
Rb3 Sb1,1.0
Yb1 Ce2 Cu1 Se5,1.05
La3 Cu1 Ge1 Se7,2.0
Rb1 Y1 Te2 O6,3.6
In1 Cu1 Te2,0.95
Li1 I1 O3,4.37
Cs1 Cd4 Ga5 Se12,2.21
In0.5 Ga0.5 As0.5 P0.5,1.75
Zn1 S1,3.64
Cd6 P7,0.85
Ag2 S1,1.03
Sb2 Se3,1.1
Hg1 S1,2.1
Cd1 Ga2 Se4,2.25
Cs5 Bi1 P4 Se12,1.85
Cd1 I1 Cl1 O3,4.3
Eu4 Te7,0.31
V3 As2 O9,0.76
Gd1 In3 S6,1.13
In0.8 Ga0.2 As0.2 P0.8,1.4
Li8 Ge1 N4,2.61
Na1 Nb1 Se2 O7,3.65
Sn0.15 Te1 Pb0.85,0.1
Al1 Sb1,1.6
Tl1 Br1,3.02
Ag1 Sb1 Se2,0.62
Bi1 I3,1.81
Eu1 V1 O4,3.44
Cs1 Rb1 P2 Se8,2.41
Na2 In2 Si1 S6,3.27
Na1 Sc1 Se2 O6,5.5
Te2 Mo1,1.1
As2 Se3,1.73
Cd1 P4,0.91
Ba6 Al4 B14 O33,3.44
Mg3 B50 C8,2.7
In1 P1,1.45
Ba1 Cd1 Sn1 S4,2.3
Zn1 Se1,2.7
Pb1 I2,2.56
Zn0.75 Cd0.25 Se1,3.2
Rb3 Li4 B7 O14,6.53
In1 Ag1 Te2,0.93
Te1 As1,0.74
Pb2 O3,1.67
K10 Sn3 P8 Se24,1.82
Sm2 Zr1 Se5,1.41
Ba5 Ga2 Se8,2.51
Ce15 B8 N25,3.5
In0.1 Ga0.9 As0.1 P0.9,2.25
Zn3.5 Ga1 Sn0.5 O6,2.99
Cu2 Se1,1.3
In5 Cu1 S8,1.34
Ba1 Ga2 Ge1 Se6,2.81
Al0.75 Ga0.25 As1,2.42
Cs2 Dy1 Cu3 Te4,1.38
Li1 I1,5.9
Rb1.54 Cd1.54 Bi2.46 S6,1.33
Cd1 Cu2 Sn1 S4,1.4
Ga1 Cu1 Se2,1.36
V3 Pb2 Se5 O18,3.14
Li2 In2 Ge1 Se6,2.3
Ga1 P1,2.78
Zn1 Te1,2.23
Fe2 Te3,0.34
Li1 I1 O3,4.0
Sr1 Ti1 O3,4.1
In1 Ga1 Cu1 S3.5,1.84
K1 Ag2 Sb1 S3,2.1
Tl2 Hg3 Se4,1.57
Rb1 Sb1 S2,2.13
La2 Yb1 Cu1 Se5,1.15
In2 S3,2.0
Na1 As1 S2,2.33
Cd0.5 In2.2 Ag0.4 Te4,0.19
Cs2 Hg3 S4,2.8
Bi1 Se1 I1,1.32
Mg1 Se1,5.63
Cd1 In2 Te4,1.44
In4 S5,0.9
Gd2 Mn4 S7,1.44
Yb1 W1 Cl1 O4,4.23
Ba3 Ta5 N1 O14,2.8
Cd1 P4 Pb1 O12,4.87
Sr2 Sm1 Ta1 O6,3.38
Cs1 Yb1 Zn1 Se3,1.97
Li1 Ga1 Se2,3.34
Hf1 S3,3.1
Hf1 Hg4 As2 Cl6,2.47
Cd1 Sb1,0.58
K1 Ba1 Sb1 Se3,2.04
Bi1 S1 Cl1,1.93
Rb1 Mn4 In5 Se12,1.76
Mn1 Se1,2.5
In1.85 Cu0.15 Se2.85,1.32
K1 U1 Cl1 O3,2.37
Cs1 Tb9 Cd4 Se18,1.95
Ge1 As1,1.65
Cd3 Te2 Mo1 O10,3.81
Zn1 Sn1 As2,0.6
Zn1 In2 S4,2.99
Ge0.3 Pb0.7 Se1,0.4
Cs1 In1 Ge1 S4,2.4
Bi1 Te1 I1,0.46
Ga1 Te1,1.5
Cs2 Cu2 Sb2 S5,1.6
P2 H2 Pb2 O6,3.97
Na7.36 Ga7.24 Sn4.78 Se24,1.5
Ga1 Te1,1.7
Ce1 N1,0.7
K1 Y1 Te2 O6,3.8
Rb4 Ti3 S14,1.59
Ba1 Ga2 S4,4.13
Cs1 Cd4 In5 Se12,1.62
La2 Mo1 O5,1.0
Ba1 Zn1 Si1 Se4,2.71
Pr4 Te7,0.46
Te1 O2,3.0
Cd1 Ga2 S4,3.4
K1 V2 I3 O13,2.3
Cd3 P2,0.55
Ga1 Se1,2.2
Ca1 Mg2 N2,3.25
Mg1 Se1,6.0
Tb0.52 Pr2.48 Ga1.67 S7,2.61
Zn3 In2 S6,3.05
La2.1 Bi5.9 Pb2 S14,1.0
Tl1 As1 Se2,1.4
Cs1 Yb1 Zn1 Se3,2.1
Cd3 P2,0.52
Sb1 Pb1 I1 O2,2.48
Ba8 Ga10 Si36,0.31
Bi2 O3,2.8
Sn0.17 Te1 Pb0.83,0.15
K1 Nb3 Se2 O12,3.46
Zn1 O1,3.49
Tl3 As1 Se3,1.3
Cd1 Ga2 Se4,2.1
Ce1 Mn0.5 Se1 O1,2.01
In1 Se1,1.35
As2 S3,2.36
Th1 S1 O1,2.22
Nb2 Tl4 S11,1.8
Sm1 Te1,0.22
In1 Hg4 As2.5 Br3.5,1.71
Li4.5 Fe0.5 Te1 O6,3.25
Fe1 Bi25 O39,2.8
Zn0.8 Hg0.2 Te1,1.46
Cd1 O1,2.3
Bi2 Te0.1 Se2.9,0.78
B1 Sb1 Pb1 S4,1.8
Zn1 Ga2 Se4,1.72
Cu1 Bi1 P2 Se6,1.2
B3 Pb10 Br3 O13,3.25
Ga1 Ag1 S2,2.62
Ag1 Bi1 P2 S6,1.7
Sr1 Th1 P2 S8,3.02
U1 O2,2.18
Ga1 Cu1 Se2,1.7
Dy1 B6,3.3
K1.25 Bi7.25 Pb3.5 Se15,0.53
K2 Cd2 Te3,1.93
Gd4 Ga1 Sb1 S9,2.41
Nd1 Cu1 Te1 O1,2.26
Cs1 Bi1 S2,1.46
Cd1 Si1 As2,1.47
Zn1 S1,3.88
Te2 Os1,0.3
Bi1 B1 Pb1 O4,3.2
Rb2 Sn2 Hg3 S8,2.48
Li1 Ta3 Bi4 O12,3.5
