composition,output
Sr1 Th1 P2 S8,1
U1 O2,1
Dy1 B6,1
K1.25 Bi7.25 Pb3.5 Se15,1
K2 Cd2 Te3,1
Gd4 Ga1 Sb1 S9,1
Nd1 Cu1 Te1 O1,1
Te2 Os1,1
Bi1 B1 Pb1 O4,1
Rb2 Sn2 Hg3 S8,1
Li1 Ta3 Bi4 O12,1
Ba1 Ga2 Si1 S6,1
Rb1 Ag2 Te1 S6,1
Ba3 P3 Cl1 O10,1
Sm2 Mn3 Sb4 S12,1
Cd1 Se0.65 S0.35,1
Co1 As3,1
Rb1 P1 Se6,1
Er1 Cu3 Te3,1
K1 Ta1 O3,1
Cd0.1 In0.9 Te0.1 As0.9,1
Cs1 Zn4 In5 Se12,1
Rb1 F1,1
Cs1 Bi3 Se5,1
Dy1 Cu3 Se3,1
Bi12 P1 O20,1
Cd1 In1 Cu1 Se3,1
Sb1 Ru1 Se1,1
Co2 Te3 O8,1
Sr1 Li4 B2 O6,1
K4 Ge1 Se4,1
Cd1 Cl2,1
Na4 Mg1 Ge2 Se6,1
Ba3 B1 Sb1 Se6,1
Eu1 Lu2 Se4,1
Na4 Mg1 Si2 Se6,1
Ca1 Se1,1
Cs1 Ce1 Hg1 Se3,1
Ga2 Ge1 Pb1 Se6,1
Cd0.04 In0.96 Te0.04 As0.96,1
Cs1 Cu2 As1 S3,1
Sr1 La2 S4,1
Cd0.2 Ga0.8 Sb0.8 Te0.2,1
Eu1 Sb2 S4,1
Ba1 Ga4 Se7,1
K1 Rb1 Bi8 Se13,1
Al0.6 In0.4 P1,1
K8 Ga8 Si38,1
Fe1 Cu1 Se2,1
La3 Te4,1
Rh2 S3,1
Ga1.01 Sb0.99 Te0.03,1
In0.4 Ga0.6 As0.6 P0.4,1
Si0.9 Ge0.1,1
Y2 S3,1
Ba3 Ta2 Zn1 O9,1
Cu1 B1 S2,1
Ta2 O5,1
Sn0.25 Pb0.75 Se1,1
Zn1 Cu2 Ge1 S4,1
In1.8 Cu0.2 Se2.8,1
Rb1 Zr1 P1 Se6,1
Zn3 P2,1
Nd1 Te2,1
Ge1 Pb2 Se4 O12,1
Cs1 Sm1 Zn1 Se3,1
Sb3 I1 O4,1
Ba1 Na1 B5 O9,1
Bi2 Se1 I2 O11,1
Dy3 Al0.5 Si1 S7,1
Tl1 Cr5 Se4 S4,1
Nd2 Zr1 S5,1
Mn1 Te1,1
Li1 In1 Se2,1
Ga1.005 Sb0.995 Te0.015,1
Ba3 In1 S4 Cl1,1
Bi5 I1 O7,1
Zn0.99 Cd0.01 Se1,1
Na1 In3 S5,1
Ti1 C0.9,1
K1 B5 Pb1 O9,1
In2 Te1,1
In1.6 Cu0.4 Se2.6,1
Ba1 S1,1
In4 Cu2 Te7,1
K2 Sn1 Au2 S4,1
K3 Na1 Sn3 Se8,1
Rb2 Nb1 Cu1 S4,1
Ag1 O1,1
Rb2 Ti1 Cu2 S4,1
Ba3 Sn0.87 Bi2.13 Se8,1
K2 In3 Cu1 Se6,1
K1 Cd4 Ga5 Se12,1
Eu1 Ga2 Te4,1
Sc1 N1,1
Ba3 Gd2 P4 S16,1
Cs1 K2 Sb1,1
Co1 As1 Se1,1
Sm4 Ga1 Sb1 S9,1
Zn1 Hg3 S2 Cl4,1
Be1 O1,1
Ga1.05 Sb0.95 Se0.15,1
Na3 W1 Cl1 O4,1
Al0.99 In0.01 P1,1
Ba4 Ga5 Cu1 Se12,1
Cs1 Cd4 Ga5 Te12,1
In1 As1 I1,1
Sc1 Cu3 Se3,1
Sc1 Hg1,1
Sb6 Pb4 Se13,1
Cs6.4 Na1.6 Ga8 Ge38,1
Na1 Yb1 P2 S6,1
Rb3 Na1 Mo2 O8,1
Be1 S1,1
Ag7 As1 S6,1
Cd0.75 In2.1 Ag0.2 Te4,1
Nd1 Cu1 S1 O1,1
Zn1 B12 H10 O24,1
Cs2 Hg6 S7,1
Ca1 B6,1
In5 Ag1 S8,1
K4 Te4 P8,1
Hg2 Te2 Br2,1
Sc1 Ni1 Sb1,1
Na2 Te1,1
In4 As5 Br3 O12,1
Ta1 N1,1
Na2 Mo2 Se2 O11,1
K4 Ag9 Sb4 S12,1
K2 Gd2 Sb2 Se9,1
Sb1 Te1 Ru1,1
Zn1 Si1 As2,1
Dy3 Ga1 S6,1
La2 Ga0.33 Sb1 S5,1
U1 O1,1
Sm1 S1,1
In1 Sn1 As1 Se1,1
Cs4 Zr3 S14,1
Ba7 Ga5 Ag1 S15,1
Ca1 Nd2 S4,1
Na1 In3 Se5,1
P1 Se1,1
Sc1 Tl1 Se2,1
Tl2 O3,1
Sr1 Pb3 Br8,1
Fe1 Cu1 S2,1
Mn1 Sb2 Se4,1
K2 Te1 I6,1
Cs1 Zr1 P1 Se6,1
Eu3 Bi4 S9,1
Al0.99 Ga0.01 P1,1
Rb1 Ba2 P5 O15,1
Li1 Mg1 Bi1,1
Ga1 Bi25 O39,1
Ba12 In4 S19,1
Ga1.9 Cu0.1 S2.9,1
Bi7 O5 F11,1
Sr4 Te3 Cl4 O8,1
Ba1 In2 S4,1
Sr1 Ge2,1
Cd4 P2 Cl3,1
Cd0.02 In0.98 Te0.02 As0.98,1
Na2 Ga2 Ge1 S6,1
Al0.5 Ga0.5 As1,1
Sc1 Cu1 O2,1
Gd2 O3,1
Ga1 As0.01 P0.99,1
Ir1 S2,1
In0.4 Ga0.6 P1,1
Eu1.83 Ta15 O32,1
Ba3 Sb2 S7,1
As1 P1 Ru1,1
K1 Ag2 As1 S3,1
Pr1 B1 N2,1
Sr3 Se3 Cl1 O8,1
Li1 Br1,1
Al0.05 Cd0.95 Sb0.05 Te0.95,1
Cs2 Ga2 Se5,1
Ge0.1 Pb0.9 Se1,1
Cu2 Te3 O8,1
Eu1 Sn1 Te2,1
Ba2 Dy1 In1 Te5,1
Cs1 Sm1 Hg1 Se3,1
Eu1 B1 Sb2 O8,1
K4 Hf3 Se14,1
Na1 Ce1 S3,1
La1 Ta1 N2 O1,1
Cs4 Ta4 P4 Se24,1
Eu1 Er2 Se4,1
Ba1 Ge2,1
Cr1 Bi2 I2 O11,1
Zn0.15 Ga0.85 As0.85 Se0.15,1
Li1 In1 Sn1 S4,1
Eu1 Ga2 Se4,1
Na2 Zn1 Ge2 Se6,1
Pr2 Te4 O11,1
Co1 P3,1
Rb1 Cu2 Sb1 S3,1
Tl2 Hg3 Te4,1
Er2 Te3,1
Ga1 Si1 Ag1 Se4,1
Rb8 Ga8 Si38,1
Li2 In2 Ge1 S6,1
Sn1 Br2,1
Bi8 Te7 S5,1
Ga2 Si1 Pb1 Se6,1
Li2 Zn1 Ge1,1
Rb1 Na2 Sb1,1
K2 Hg3 Se1.31 S2.69,1
Al0.7 In0.3 P1,1
Mn1 Te9,1
Li1 Cl1,1
In2 Cu1 S3.5,1
Ga0.07 Te1 Pb0.93,1
Cu1 Hg1 Se2 O6,1
Ca1 Bi2 O4,1
Dy1 Te1.4,1
Rb3 Zn1 B5 O10,1
Li0.5 Ge1 Pb1.75 S4,1
Gd1 Mn1.95 In1.05 S5,1
Si0.03 Ge0.97,1
Cs2 Mg1 Ge3 Se8,1
Cd0.28 Hg0.72 Te1,1
Ge0.02 Te0.98 Pb0.98 S0.02,1
Cs1 Ho9 Cd4 Se18,1
Ba1 La2 Te5 O14,1
Rb1 Sb1 Se2,1
V1 O1,1
Ga2 Si1 Ag2 S6,1
Rb1 Cu2 As1 S3,1
La5 Cu6.33 S7 O4,1
Co1 As1 S1,1
Ba3 La3 Cu6 O14,1
Zn4 Sb3,1
In1.99 Cu0.01 Se2.99,1
K2 Sn2 Au2 S6,1
Ba7 Sn5 S15,1
Na1 La2 Ta1 O6,1
Cs3 Sb2 Br9,1
Ca3 N2,1
Sm1 Cu3 Te3,1
K1 Ce1 Se4,1
Ba1 Al4 Se7,1
Na1 Cd1 As1 S3,1
Zn0.55 Hg0.45 Se1,1
Li2 Cd1 Sn1 S4,1
Rb2 Cd3 Se4,1
Sm1 Se1,1
In0.8 Ga0.2 As0.8 P0.2,1
Cs3 Li4 B7 O14,1
Rb2 Cd3 S4,1
Sc1 Cd1,1
Na1 Sm1 P2 S6,1
Gd2 Te3,1
K1 Sb1,1
Ca1 Zn1 S1 O1,1
Ba1 Au1 I5 O15,1
Mg2 Co1,1
Ga1 Ag1 O2,1
Ge0.15 Te1 Pb0.85,1
Ge0.05 Pb0.95 Se0.95 S0.05,1
V2 Bi4 O11,1
In2 Hg1 S4,1
Li4.5 Cr0.5 Te1 O6,1
Er1 In3 S6,1
Na2 B6 O9 F2,1
Sr5 V3 O12 F1,1
Cd1 Se0.35 S0.65,1
Sn1 Hg1 O3,1
Rb1 V1 Cu2 S4,1
B4 H2 Pb6 O13,1
La1 Zn1 As1 O1,1
P4 Ru1,1
Ca1 La2 S4,1
Zn4.5 Ga1 Sn0.5 O7,1
Ba2 Er1 Ga1 Se5,1
Te0.6 Se0.4,1
Cd12 Ge17 B8 O58,1
Ca2 Sc1 Sb1 O6,1
Cu1.8 S1,1
La1 Nb1 N2 O1,1
Rb1 In5 S6,1
Al1 Bi1,1
Rb2 V1 Ag1 S4,1
Sm3 Al0.33 Si1 S7,1
Na1 In1 Se2,1
La1 P1,1
Ti1 S2,1
Cs1 Lu7 S11,1
Fe1 P4,1
Cs1 Sb1 S2 O8,1
Sb1 Os1 Se1,1
Zn1 Tc1,1
Ba2 Zn1 Se3,1
Y1 Cu3 Se3,1
Ba2 Y1 Ga1 Se5,1
Ag1 S1 O4,1
Ce4 Te7,1
Ba1 B1 Sb1 S4,1
Li2 Fe1 Ge1 S4,1
Ce3 Lu1 Se6,1
Ga1.05 Sb0.95 Te0.15,1
Cs1 In1 Te2,1
Ga1.005 Sb0.995 Se0.015,1
Pr1 As1,1
Li4.5 Al0.5 Te1 O6,1
K2 Cd3 Se4,1
Sn0.28 Te0.28 Pb0.72 Se0.72,1
Ag1 Br1,1
Ba2 Ga8 Ge1 S16,1
Zn1 Ge1 N2,1
Ba3 Ho2 P4 S16,1
Hg5 As1 S2 I3,1
Cd3 Bi1 P3 O12,1
Eu1 H2,1
Ba1 Zn1 S1 O1,1
In1 Bi2 S4 Cl1,1
Te1 I1,1
Rb2 Pt1 I6 O18,1
Cs1.43 Cd1.43 Bi2.57 S6,1
In1 P2 Se4,1
Cs2 Ga2 S5,1
Sn0.25 Te1 Pb0.75,1
Pb3 Se2 Br2 O6,1
Ba4 Ga2 S8,1
In1.6 Ga0.4 Cu1 S3.5,1
K3 Nb2 As1 Se11,1
Li2 Cd1 Ge1 S4,1
Li2 Ga2 Ge1 S6,1
K1 Li1 C1 O3,1
Dy1 Cu3 Te3,1
Mo1 Se2,1
La1 In1 S2 O1,1
K2 Mn1 Sn2 Se6,1
Ga1.02 Sb0.98 Se0.06,1
Al0.3 Ga0.7 As1,1
Cd2 In1 Cu1 Te3,1
Tl2 Te1 Br6,1
Cu1 Ni1 C4 N4,1
Ba1 Ga2 Se4,1
Zn0.2 Ga0.8 Sb0.8 Te0.2,1
Eu1 Dy2 Se4,1
Tm4 Sb2 Se11.68,1
Rb1 Hg1 Sb1 Te3,1
P1 Os1 Se1,1
Te0.01 Pb1 Se0.99,1
Sn0.07 Pb0.93 Se1,1
Al2 S3,1
Ba1 V2 Se1 O8,1
La4 Fe1 Sb2 Se10,1
B6 P1,1
Ba5 Ga6 Ge1 P12,1
Er1 B6,1
Zn0.01 Ga0.99 Sb0.99 Te0.01,1
Tl1 Cr5 Se2 S6,1
Sc1 Ag1 P2 Se6,1
Yb1 As1,1
Eu1.75 Ag0.5 Ge1 S4,1
Ga1 As0.9 P0.1,1
Ba1 Na2 Sn1 Se4,1
Cs2 V1 Ag1 S4,1
B1 Pb6 Br1 O7,1
Eu1 In2 Ge4 Ir4,1
Ge0.15 Te0.15 Pb0.85 Se0.85,1
Pb3 O4,1
Ba8 Sn4 S15,1
Cs1 Cd1 In1 Se3,1
Sm2 Sn3 Se9,1
La1 Sb1,1
K6 Cd1 Te4,1
Ag2 Pd1 O2,1
Ba1 Ag1 Sb1 S3,1
Ga1 As0.3 P0.7,1
Ba3 Cd1 Sn2 S8,1
Sb1 As1,1
In1 Sb2 S4 Br1,1
Li0.33 Ag1 Sn0.67 O2,1
Li2 Mn1 Ge1 S4,1
Ga3 Si1 Ag3 Se8,1
K0.8 Sn2 Hg1.2 S8,1
Bi1.8 Sb0.2 Te3,1
Cs2 Sb1,1
Nd10 Se14 O1,1
K1 Cu2 Sb1 S3,1
Li6 Ga2 Te8 O22,1
In1 Hg7 S6 Cl5,1
Na2 Gd1 P2 O8,1
Ba3 V2 Se4 O16,1
V1 Cu3 S4,1
As2 Rh1,1
Ca3 Bi1 P3 O12,1
Be1 Se1,1
Ba1 Sn2 S5,1
Ge0.03 Pb0.97 Se0.97 S0.03,1
Sm1 B1 Sb2 O8,1
Ga1 Ge1 Te1,1
Yb1 Se1,1
Ba1 O1,1
C1 Br4,1
La2 O3,1
Cd1 Ag2 P2 S6,1
Zn0.99 Ga0.01 As0.01 Se0.99,1
K2 Cd3 S4,1
Pr1 Sb1,1
Sb1 Pb1 Br1 O2,1
Ba2 Nd1 In1 Se5,1
Cs1 Cd4 Ga5 S12,1
Rb2 Hg1 P2 Se6,1
Ag1 Bi1 P2 Se6,1
Ba2 Dy1 Ga1 Se5,1
Mg1 F2,1
Zn0.99 Ga0.01 P0.01 S0.99,1
Zn0.5 Ga0.5 P0.5 Se0.5,1
K1 Ba1 As1 Se3,1
Cs1 Sb1 Se2,1
Cd1 P2 S4,1
Bi1 Se1,1
Ni1 C2 N2,1
Ag1 Bi1 Pb1 Se3,1
As1 Os1 S1,1
Rb6 P3 S15,1
Er2 O3,1
Rh1 Se2,1
Nd3 Te4,1
Si0.3 Ge0.7,1
In1 Sn2 As2 Se1,1
Te0.4 Se0.6,1
Cd0.05 In0.95 Te0.05 As0.95,1
K6 Yb3 P5 S20,1
Ge1 P1,1
Nd2 Sn3 Se9,1
Sm1 Cu1 Se1 O1,1
Cs2 Cu1 P3 S9,1
Ba2 Ga1 As1 Se5,1
Zr1.33 Ta0.67 N1.63 O1.89,1
Cs1 Dy9 Cd4 Se18,1
In1 Sb0.9 As0.1,1
Nd1 As1,1
Cd2 In1 Ag1 Te3,1
Cd0.07 In0.93 Te0.07 As0.93,1
Cd0.99 Ga0.01 Sb0.01 Te0.99,1
Mg5 B3 O9 F1,1
K1 Al1 Ge1 S4,1
Cs1 Ce1 Cd1 Se3,1
Tc1 Se2,1
La1 Si2,1
Si0.94 Ge0.06,1
Cd0.4 Hg0.6 Se1,1
Ba1 La2 In2 Se7,1
Zn0.25 Ga0.75 P0.75 Se0.25,1
La2 Zr1 S5,1
Bi2 Te2.97 Se0.03,1
Ba2 Th1 Cu2 Se5,1
Ba1 Re1 H9,1
Hg3 Bi2 Te2 Cl8,1
Zr0.67 Ta1.33 N3.03 O0.12,1
Ge0.2 Te1 Pb0.8,1
Bi1 Te1 N1 O6,1
Mn1 Si1,1
K2 Pd1 Se10,1
Cs1 Cu1 Sb2 S4,1
Li6 Fe2 Te8 O22,1
Cs1 Ag2 Te1 S6,1
K1 V4 Ag11 O16,1
Ce2 Se3,1
Ga1 As0.7 P0.3,1
Li3 P1 S4,1
Sr1 Nd2 S4,1
Cd0.204 Hg0.796 Te1,1
Ba2 Gd1 Ga1 Se5,1
Tl1 Cr5 Se5 S3,1
Ge0.3 Te1 Pb0.7,1
Cd1 I2,1
Li3 Bi1,1
Eu1 In2 S4,1
Rb3 Sb2 Br9,1
Sn1 O2,1
La1 Se0.14 S1.86,1
Dy4 Te3 S4,1
Ca2 Cd1 As2,1
Bi2 Te0.9 Se2.1,1
P2 Se3,1
Al0.2 Ga0.8 P1,1
Li2 In2 Si1 S6,1
Sn1 Cl2,1
Ba5 Ga4 Se10,1
In0.3 Ga0.7 P1,1
Rb2 Cu2 Sn2 Se6,1
Rh1 Se3,1
In1 Sb0.6 As0.4,1
Cd1 Br2,1
Cs1 Lu7 Se11,1
Cs3 P1 W3 O13,1
Lu2 O3,1
Rb1 Ag2 Sb1 S4,1
Cd4 Sb3,1
Li2 B6,1
K2 Zn1 Te2,1
B2 Mo1 Pb6 O12,1
Eu3 P2,1
Ba2 Zn0.2 B2 S5.2,1
Ga1 Ag1 Ge3 Se8,1
Al1 Cu1 S2,1
Ba3 Dy2 P4 S16,1
Zn2 In1 Cu1 Se4,1
Pd1 Se1,1
Te0.5 Se0.5,1
Bi1 Sb1 Te3,1
Pr2 Ge2 Se7,1
La2 V1 Co1 O6,1
Tl4 Cu1 Te1 O6,1
Sb5 I1 O7,1
Hg1 Br1 Cl1,1
Rb1 Ga1 Sn1 Se4,1
Na3 Mo1 O4 F1,1
Y1 Mo1 O4 F1,1
K1 Br1,1
Pr1 Te1.9,1
Hg3 Bi2 S2 Cl8,1
Tl1 Ga1 S2,1
Ba2 Sm1 In1 Te5,1
Sm1 B6,1
In0.01 Ga0.99 As1,1
Rb2 Sn3 Sb2 S10,1
Bi1 Br1 O1,1
Ba4 Ga2 Se8,1
Mg2 Ge1,1
Rb3 Al3 Ge7 Se20,1
Sr1 Ta1 N1 O2,1
Tl0.01 Te1 Pb0.99,1
Cs1 Mn4 In5 Te12,1
K3 Sm1 As2 S8,1
Eu1 Al2 O4,1
Cr2 O3,1
K3 Ga3 Ge7 Se20,1
Yb4 Sb2 S11.25,1
Ca2 Si1,1
B2 Pb14 Br6 O14,1
Dy1 Te1.45,1
Yb1 Sb1,1
Ga1.95 Cu0.05 Se2.95,1
Nd1.33 Lu0.67 S3,1
La1 In3 S6,1
Cs1 Ga1 Sn2 Se6,1
Cs1 K1 P2 Se8,1
Yb1 Ga2 S4,1
Sm1 Cu1 Se2,1
In1 Sb0.8 As0.2,1
Sn0.15 Te0.15 Pb0.85 Se0.85,1
Sr1 Cr1 O4,1
Dy2 S3,1
Bi4 Pd1 Se4 O12,1
Cd3 In2 Te4 S2,1
Ge0.2 Te0.2 Pb0.8 Se0.8,1
In1 Ag1.75 Sb5.75 Se11,1
K2 Dy2 Ti3 O10,1
Zr1 S2,1
Ge1 I2,1
Ir0.67 S2,1
Mn1 Pb2 O4,1
Sr1 Zn1 S1 O1,1
Si0.347 Ge0.653,1
Ta4 Cu2 O11,1
K4 Ge1 S4,1
Si0.4 Ge0.6,1
Li4 Hg1 Ge2 S7,1
Si1 B3,1
Li1 Mg1 N1,1
Rb1 Cu1 Sb2 S4,1
In2 Hg6 P6 Cl9,1
Sn3 W1 O6,1
Cd1 Sn1 O3,1
Sn0.2 Te0.2 Pb0.8 Se0.8,1
Cs1 Zn2 B3 O7,1
Cd0.1 Ga0.9 Sb0.9 Te0.1,1
H7 Se2 N1 O6,1
K1 P1 Se6,1
Al0.15 Ga0.85 As1,1
Zn0.95 Ga0.05 P0.05 Se0.95,1
K1 Fe1 Cu1 Te2,1
As1 Br3,1
In0.3 Ga0.7 As1,1
Re1 S2,1
Cd1 Sb4 Mo1 O10,1
Ga1.002 Sb0.998 Se0.006,1
As2 O3,1
Ba1 Na2 Ge1 S4,1
Ba2 Dy1 Ga1 Te5,1
Na1 B15,1
Ag1 Bi1 S2,1
Ga2 Sn1 Ge1 S6,1
Ni1 Te1,1
Yb1 Pr2 Cu1 S5,1
K1 In1 Sn1 S4,1
La2 Mn1 Se2 O2,1
Er3 Te4,1
Rb1 Tb1 Se2,1
Na2 Ge2 Se5,1
Cr1 Pb1 O4,1
Ag0.5 Ge1 Pb1.75 S4,1
Cs1 Er9 Cd4 Se18,1
Ta1 Cu3 S4,1
Cd3 Ag1 P1 S6,1
Y1 Cu3 Te3,1
Bi2 Te2.7 Se0.3,1
K2 Hg1 P2 Se6,1
Pr1 Tl2 In1 Se4,1
Gd2 Zr1 S5,1
Pr2 S3,1
K6 Cd4 Sn3 Se13,1
Ge0.25 Te1 Pb0.75,1
Be1 Te1,1
Ga0.04 Te1 Pb0.96,1
Nd1 Lu1 Se3,1
Cu3 Bi6 S10 I1,1
Li1 H3 Se2 O6,1
Ba1 La2 In2 S7,1
Cs2 Li3 B5 O10,1
Sc1 Tl1 S2,1
Zn0.75 Hg0.25 Se1,1
K2 Ge4 Se8,1
Dy2 Mo3 O12,1
Li2 Pt1 O3,1
Pb1 Se0.01 S0.99,1
Eu2 Sn1 Se5,1
Ba6 Sn6 Se13,1
As2 S6,1
Rb2 Cd1 I2 Br2,1
Ba2 In2 Se5,1
Cs3 Sb2 I9,1
Ag0.5 Ge1 Pb1.75 Se4,1
Sr2 V3 Se5 O18,1
Nd2 Hf1 S5,1
Nb6 V1 Sb3 O25,1
Sn2 Bi1 S1 I5,1
K10 Mn4 Sn4 S17,1
Ga1 Ag1 Ge1 S4,1
Ti1 Co1 Sb1,1
Pr1 Ta1 N2 O1,1
Sr2 Pr2 Pt1 O7.07,1
Cs4 In8 Ge1 Se16,1
Tl6 Cu1 Te2 O10,1
In1 P1 S4,1
Ba1 Cu1 Te1 F1,1
Si0.8 Ge0.2,1
Ba5 In4 Te4 S7,1
Cs1 Mn4 In5 Se12,1
Li1 Sb1 S2,1
Be3 N2,1
Cs39 Ga53 Se96 Cl6,1
Be3 Sb2,1
Y1 Cu1 O2,1
Tl1 Cr5 Se1 S7,1
V1 Ga1 Te2 O8,1
Zn0.65 Hg0.35 Se1,1
Ge0.05 Pb0.95 Se1,1
Na1 F1,1
V1 Te1 H1 O5,1
Cs1 Mn4 Ga5 Te12,1
Yb2 O3,1
Ba2 Ce1 In1 Te5,1
In0.2 Ga0.8 As0.2 P0.8,1
Cu1 Sb1 Pb1 S3,1
Ba2 Cd1 B6 O12,1
Y2 O3,1
V1 Ag2 I3 O11,1
Li1 Sb1 Se2,1
Cs2 Zn1 Sn3 Se8,1
Eu2 Ga2 Ge1 S7,1
Tl1 Hg6 Se4 Br5,1
Sr2 La2 Pt1 O7.13,1
K1 Cu3 S2,1
Cd1 Cu1 Se2 O6,1
Ag1 P15,1
Sm1 Sb1,1
As2 Ir1,1
Te0.5 Pb1 Se0.5,1
K1 Sc1 Se2 O6,1
Pr4 In1 Sb1 Se9,1
Al0.4 Cd0.6 Sb0.4 Te0.6,1
Ta11 Cu2 O30,1
La10 Se14 O1,1
K2 La2 Sb2 S9,1
Ag1 Pd1 I3 O9,1
Bi2 Mo3 O12,1
Te0.8 Se0.2,1
Al0.8 Ga0.2 P1,1
In1 Sb0.2 As0.8,1
Mn1 Al3,1
Eu1 Tm2 Se4,1
Ba1 Te1 Mo2 O9,1
Mg3 N2,1
Ba2 In1 Sb1 Se5,1
Ti1 Tl1 Se2,1
Ca3 La2 Sn3 S12,1
Cs2 Pt1 I6 O18,1
Eu1 Cu2 Sn1 S4,1
Ba1 Na2 Ge1 Se4,1
Sr3 Ge1 Sb2 Se8,1
K2 Ho4 Cu4 S9,1
La2 Ti1 Co1 O6,1
Al0.2 In0.8 P1,1
Zn1 Cu2 Sn1 Se4,1
Zn0.9 Ga0.1 P0.1 Se0.9,1
Li1 Nb3 Bi4 O12,1
K3 Ga3 Ge7 S20,1
K2 Sn2 Au2 Se6,1
Tc1 S2,1
Sn1 O1,1
Ga1 Sb0.25 As0.75,1
Ba1 Ge4 Ir2 Se6,1
K1 In1 Te2 O6,1
Zn1 Sn1 O3,1
Ca5 Bi14 O26,1
Ga1.001 Sb0.999 Te0.003,1
Gd6 Ge2.5 S14,1
K1 Zr1 P1 Se6,1
Ba5 Cd1 Ga6 Se15,1
Bi0.6 Sb1.4 Te3,1
Ag1 C1 N1 O1,0
Al13 Ru4,0
Si1 Te2 Os1,0
Ho1 Mg2,0
U1 Al4,0
Sm1 Co1 C2,0
Ag9 Pb4 O12,0
Na1 Zr2 Ti1 F11,0
Sc1 Rh1,0
Ho1 Si2 Pt2,0
Li3 V1 O1 F5,0
Ti2 Zn1 S4,0
K1 V6 O11,0
Er1 Mg2,0
Cs1 As2 Ru2,0
In2 Pt1,0
Rh3 Pb1,0
Ba3 Cr1 S5,0
Si2 Sb1 O6,0
Re1 Bi1 O3,0
Mg1 Sc1,0
Cu10 Sb3,0
Ce2 Ti2 O7,0
Sr8 Fe3 N8,0
Re3 P4,0
Ti1 P1 O4,0
Sr1 Cd1,0
Nb1 Os1 Pb1,0
Zr1 Ge1 Ru1,0
Y2 Ru2 O7,0
La2 Rh7,0
Hf4 Al3,0
Dy2 Tl1 Cd1,0
Sr1 Ni5 As3,0
Cr2 Sb1 Te1,0
Dy1 Ni1 Sn1,0
Zn2 Sn1 N2,0
Ti1 Al1 Au2,0
Dy5 Sn3,0
Yb2 Mg1 S4,0
Mg2 Rh1 Au1,0
Ce1 Si2 Pt1,0
Nd1 Au3,0
Li3 Mo2 P5 O18,0
Tl16 O15 F17,0
Dy1 Si2 Cu2,0
Ga5 Pd13,0
Ce1 Tl3,0
Ni3 S4,0
Sr2 Mg1 Re1 O6,0
Na1 Lu1 Pd6 O8,0
Na2 Tl1,0
Tc3 Pd1,0
Ce3 Ta1 Cl3 O6,0
Ba1 Al1 Cu4 O7,0
Cr1 Si1 Cu2,0
Nd4 Mg1 Ru1,0
Hf5 Cu1 Pb3,0
Lu2 Mn12 P7,0
Dy1 Bi1 Pt1,0
Cr1 Ni1 As1,0
Zr1 Mo3,0
Cu4 Pd1,0
Li2 Ga1,0
La3 B2 N4,0
Mg9 Cu1 O10,0
Au3 S1,0
Rb1 Cd13,0
Ba2 Tb1 Ir1 O6,0
Cu9 O13,0
Ni2 P1 O5,0
Sr1 V13 O18,0
Na1 Ni2 O3,0
Th2 Cr1 N3,0
Sc5 Bi3,0
Hf3 P3 Pd4,0
Mg17 Al11 Pd1,0
Eu1 Zn1,0
Re1 Ru1 Os1,0
Y2 Ge5 Ir3,0
Zr3 Ir1,0
Li4 Cu1 P2 O8,0
Sm2 Fe17,0
Ni2 Mo3 N1,0
Li5 Fe2 Ni3 O10,0
Na1 Si2 Pd3,0
Y3 Ge4,0
Mg2 Ag1 Ir1,0
Th1 Al1,0
Nd1 In1 Au1,0
Sc2 Ga1 Ir1,0
Gd1 In1 Ir1,0
Ge1 Pt2,0
Li1 Ga1 Ag2,0
Yb1 H3 O3,0
Th1 P1 Se1,0
Sm1 Ag1,0
Cr10 Sb3 Te7,0
Zr1 Al5 Ni2,0
Zr1 Pd3,0
Te2 Au1,0
Sm6 Br13,0
Ba5 Ge3,0
La2 Si5 Rh3,0
Nd2 Ir1 Pd1,0
Ag7 N1 O11,0
V6 Pb1 O11,0
Nd3 Ge5,0
Re1 Ir3,0
Zr1 Ni1 Sn1,0
Mg1 As4 Rh6,0
Ce1 Sb1 O3,0
Nd1 Co2 Si2,0
Nd5 Ge4,0
Rb3 Mn1,0
Ba5 Al2 Ge7,0
Li1 Th1 Au2,0
Sn5 B2 Rh6,0
Tl2 Cd1 Te4,0
Cs1 Eu1 F3,0
Yb1 Nd3,0
Li1 V3 O4,0
Ag3 Ru1 O4,0
Li1 Al1 Rh2,0
La1 Al4,0
Pr1 Mo3,0
K1 Os2 O6,0
Rb5 Tl3 O1,0
Y1 Cu3 W4 O12,0
La5 Sm1 S8,0
Eu2 Ga9 Rh3,0
U1 Si2 Ni2,0
Rb1 Mn1 Te2,0
Mn1 Sb1 Pd1,0
Ti13 S24,0
Sm2 Cu1 As3 O1,0
Fe1 Pd2 Se2,0
Si1 Bi3 O7,0
Al2 Cu3 Se6,0
Sm2 Pd2 Pb1,0
Ca1 Zn3,0
U2 Al1 Co3,0
Li1 Sn4 Ir1,0
Pm1 Sn1 Rh2,0
Hf1 Si1 Pt1,0
Sc1 Si3 Ni1,0
Y1 Hg2,0
Ag9 Ge2 I1 O8,0
U2 Al3 C4,0
Li2 Ni2 Sb1 O6,0
Th2 In1,0
Ti2 Ni1 H1,0
Te2 Mo1 W1 S2,0
Sr1 Al1,0
